date,accident
2016/9/28,75
2016/9/29,87
2016/9/30,128
2016/10/1,91
2016/10/2,69
2016/10/3,62
2016/10/4,81
2016/10/5,97
2016/10/6,100
2016/10/7,113
2016/10/8,109
2016/10/9,65
2016/10/10,73
2016/10/11,105
2016/10/12,54
2016/10/13,95
2016/10/14,105
2016/10/15,107
2016/10/16,80
2016/10/17,82
2016/10/18,76
2016/10/19,104
2016/10/20,102
2016/10/21,103
2016/10/22,122
2016/10/23,70
2016/10/24,93
2016/10/25,87
2016/10/26,93
2016/10/27,136
2016/10/28,108
2016/10/29,84
2016/10/30,74
2016/10/31,107
2016/11/1,110
2016/11/2,89
2016/11/3,123
2016/11/4,125
2016/11/5,99
2016/11/6,62
2016/11/7,83
2016/11/8,91
2016/11/9,84
2016/11/10,114
2016/11/11,109
2016/11/12,94
2016/11/13,77
2016/11/14,100
2016/11/15,123
2016/11/16,102
2016/11/17,123
2016/11/18,112
2016/11/19,97
2016/11/20,79
2016/11/21,94
2016/11/22,109
2016/11/23,108
2016/11/24,52
2016/11/25,55
2016/11/26,72
2016/11/27,73
2016/11/28,67
2016/11/29,106
2016/11/30,115
2016/12/1,104
2016/12/2,105
2016/12/3,95
2016/12/4,74
2016/12/5,105
2016/12/6,97
2016/12/7,100
2016/12/8,111
2016/12/9,108
2016/12/10,89
2016/12/11,82
2016/12/12,84
2016/12/13,95
2016/12/14,112
2016/12/15,110
2016/12/16,121
2016/12/17,72
2016/12/18,63
2016/12/19,104
2016/12/20,87
2016/12/21,75
2016/12/22,94
2016/12/23,77
2016/12/24,51
2016/12/25,35
2016/12/26,31
2016/12/27,72
2016/12/28,75
2016/12/29,87
2016/12/30,70
2016/12/31,54
2017/1/1,63
2017/1/2,53
2017/1/3,92
2017/1/4,75
2017/1/5,69
2017/1/6,65
2017/1/7,92
2017/1/8,56
2017/1/9,83
2017/1/10,80
2017/1/11,75
2017/1/12,71
2017/1/13,70
2017/1/14,63
2017/1/15,74
2017/1/16,51
2017/1/17,89
2017/1/18,81
2017/1/19,93
2017/1/20,92
2017/1/21,55
2017/1/22,54
2017/1/23,123
2017/1/24,81
2017/1/25,86
2017/1/26,88
2017/1/27,90
2017/1/28,79
2017/1/29,65
2017/1/30,59
2017/1/31,73
2017/2/1,97
2017/2/2,78
2017/2/3,81
2017/2/4,72
2017/2/5,58
2017/2/6,77
2017/2/7,76
2017/2/8,92
2017/2/9,53
2017/2/10,96
2017/2/11,87
2017/2/12,55
2017/2/13,94
2017/2/14,99
2017/2/15,81
2017/2/16,80
2017/2/17,89
2017/2/18,66
2017/2/19,63
2017/2/20,53
2017/2/21,71
2017/2/22,67
2017/2/23,79
2017/2/24,107
2017/2/25,90
2017/2/26,73
2017/2/27,56
2017/2/28,79
2017/2/29,79
2017/3/1,90
2017/3/2,103
2017/3/3,96
2017/3/4,82
2017/3/5,74
2017/3/6,65
2017/3/7,92
2017/3/8,78
2017/3/9,90
2017/3/10,62
2017/3/11,88
2017/3/12,82
2017/3/13,90
2017/3/14,36
2017/3/15,100
2017/3/16,114
2017/3/17,125
2017/3/18,81
2017/3/19,76
2017/3/20,98
2017/3/21,87
2017/3/22,83
2017/3/23,71
2017/3/24,116
2017/3/25,83
2017/3/26,72
2017/3/27,87
2017/3/28,80
2017/3/29,80
2017/3/30,98
2017/3/31,113
2017/4/1,80
2017/4/2,75
2017/4/3,89
2017/4/4,81
2017/4/5,69
2017/4/6,123
2017/4/7,80
2017/4/8,91
2017/4/9,86
2017/4/10,86
2017/4/11,70
2017/4/12,103
2017/4/13,102
2017/4/14,68
2017/4/15,87
2017/4/16,54
2017/4/17,81
2017/4/18,85
2017/4/19,88
2017/4/20,101
2017/4/21,118
2017/4/22,104
2017/4/23,73
2017/4/24,74
2017/4/25,129
2017/4/26,86
2017/4/27,99
2017/4/28,124
2017/4/29,92
2017/4/30,66
2017/5/1,77
2017/5/2,110
2017/5/3,92
2017/5/4,90
2017/5/5,125
2017/5/6,90
2017/5/7,60
2017/5/8,76
2017/5/9,100
2017/5/10,97
2017/5/11,116
2017/5/12,100
2017/5/13,105
2017/5/14,73
2017/5/15,96
2017/5/16,96
2017/5/17,125
2017/5/18,146
2017/5/19,156
2017/5/20,105
2017/5/21,88
2017/5/22,107
2017/5/23,109
2017/5/24,96
2017/5/25,106
2017/5/26,79
2017/5/27,64
2017/5/28,55
2017/5/29,24
2017/5/30,96
2017/5/31,103
2017/6/1,98
2017/6/2,91
2017/6/3,74
2017/6/4,74
2017/6/5,86
2017/6/6,109
2017/6/7,105
2017/6/8,96
2017/6/9,116
2017/6/10,93
2017/6/11,97
2017/6/12,92
2017/6/13,133
2017/6/14,122
2017/6/15,100
2017/6/16,92
2017/6/17,104
2017/6/18,66
2017/6/19,93
2017/6/20,102
2017/6/21,97
2017/6/22,118
2017/6/23,138
2017/6/24,118
2017/6/25,64
2017/6/26,77
2017/6/27,100
2017/6/28,103
2017/6/29,142
2017/6/30,112
2017/7/1,68
2017/7/2,53
2017/7/3,58
2017/7/4,39
2017/7/5,80
2017/7/6,84
2017/7/7,88
2017/7/8,75
2017/7/9,66
2017/7/10,90
2017/7/11,84
2017/7/12,105
2017/7/13,121
2017/7/14,105
2017/7/15,84
2017/7/16,69
2017/7/17,78
2017/7/18,107
2017/7/19,119
2017/7/20,116
2017/7/21,115
2017/7/22,103
2017/7/23,83
2017/7/24,106
2017/7/25,75
2017/7/26,91
2017/7/27,87
2017/7/28,107
2017/7/29,73
2017/7/30,72
2017/7/31,81
2017/8/1,90
2017/8/2,96
2017/8/3,117
2017/8/4,109
2017/8/5,86
2017/8/6,65
2017/8/7,95
2017/8/8,78
2017/8/9,99
2017/8/10,82
2017/8/11,89
2017/8/12,68
2017/8/13,80
2017/8/14,76
2017/8/15,80
2017/8/16,78
2017/8/17,79
2017/8/18,74
2017/8/19,76
2017/8/20,59
2017/8/21,79
2017/8/22,72
2017/8/23,93
2017/8/24,95
2017/8/25,91
2017/8/26,67
2017/8/27,56
2017/8/28,72
2017/8/29,76
2017/8/30,95
2017/8/31,90
2017/9/1,94
2017/9/2,65
2017/9/3,48
2017/9/4,54
2017/9/5,83
2017/9/6,70
2017/9/7,90
2017/9/8,114
2017/9/9,76
2017/9/10,82
2017/9/11,88
2017/9/12,95
2017/9/13,104
2017/9/14,119
2017/9/15,122
2017/9/16,83
2017/9/17,76
2017/9/18,104
2017/9/19,95
2017/9/20,88
2017/9/21,86
2017/9/22,93
2017/9/23,91
2017/9/24,86
2017/9/25,86
2017/9/26,104
2017/9/27,100
2017/9/28,100
2017/9/29,100
2017/9/30,65
2017/10/1,79
2017/10/2,77
2017/10/3,87
2017/10/4,86
2017/10/5,80
2017/10/6,86
2017/10/7,81
2017/10/8,72
2017/10/9,57
2017/10/10,85
2017/10/11,88
2017/10/12,72
2017/10/13,86
2017/10/14,70
2017/10/15,60
2017/10/16,86
2017/10/17,84
2017/10/18,90
2017/10/19,106
2017/10/20,118
2017/10/21,79
2017/10/22,67
2017/10/23,98
2017/10/24,93
2017/10/25,91
2017/10/26,81
2017/10/27,108
2017/10/28,61
2017/10/29,85
2017/10/30,109
2017/10/31,82
2017/11/1,91
2017/11/2,89
2017/11/3,101
2017/11/4,77
2017/11/5,55
2017/11/6,82
2017/11/7,83
2017/11/8,103
2017/11/9,96
2017/11/10,122
2017/11/11,102
2017/11/12,79
2017/11/13,88
2017/11/14,110
2017/11/15,88
2017/11/16,116
2017/11/17,99
2017/11/18,117
2017/11/19,74
2017/11/20,97
2017/11/21,111
2017/11/22,105
2017/11/23,43
2017/11/24,74
2017/11/25,63
2017/11/26,78
2017/11/27,83
2017/11/28,74
2017/11/29,115
2017/11/30,95
2017/12/1,101
2017/12/2,68
2017/12/3,70
2017/12/4,92
2017/12/5,130
2017/12/6,109
2017/12/7,112
2017/12/8,127
2017/12/9,96
2017/12/10,80
2017/12/11,77
2017/12/12,96
2017/12/13,114
2017/12/14,126
2017/12/15,143
2017/12/16,83
2017/12/17,68
2017/12/18,93
2017/12/19,97
2017/12/20,88
2017/12/21,99
2017/12/22,92
2017/12/23,61
2017/12/24,38
2017/12/25,31
2017/12/26,67
2017/12/27,75
2017/12/28,85
2017/12/29,73
2017/12/30,72
2017/12/31,53
2018/1/1,52
2018/1/2,75
2018/1/3,64
2018/1/4,42
2018/1/5,75
2018/1/6,66
2018/1/7,60
2018/1/8,67
2018/1/9,106
2018/1/10,69
2018/1/11,85
2018/1/12,130
2018/1/13,81
2018/1/14,72
2018/1/15,65
2018/1/16,92
2018/1/17,72
2018/1/18,77
2018/1/19,104
2018/1/20,82
2018/1/21,56
2018/1/22,78
2018/1/23,74
2018/1/24,88
2018/1/25,91
2018/1/26,104
2018/1/27,66
2018/1/28,71
2018/1/29,86
2018/1/30,70
2018/1/31,88
2018/2/1,91
2018/2/2,79
2018/2/3,72
2018/2/4,85
2018/2/5,98
2018/2/6,70
2018/2/7,95
2018/2/8,85
2018/2/9,75
2018/2/10,82
2018/2/11,85
2018/2/12,68
2018/2/13,91
2018/2/14,96
2018/2/15,93
2018/2/16,85
2018/2/17,106
2018/2/18,66
2018/2/19,50
2018/2/20,68
2018/2/21,93
2018/2/22,90
2018/2/23,83
2018/2/24,88
2018/2/25,61
2018/2/26,82
2018/2/27,83
2018/2/28,90
2018/2/29,90
2018/3/1,86
2018/3/2,107
2018/3/3,81
2018/3/4,60
2018/3/5,80
2018/3/6,81
2018/3/7,53
2018/3/8,76
2018/3/9,113
2018/3/10,86
2018/3/11,69
2018/3/12,87
2018/3/13,75
2018/3/14,108
2018/3/15,111
2018/3/16,115
2018/3/17,82
2018/3/18,65
2018/3/19,113
2018/3/20,71
2018/3/21,53
2018/3/22,92
2018/3/23,110
2018/3/24,84
2018/3/25,60
2018/3/26,82
2018/3/27,101
2018/3/28,94
2018/3/29,95
2018/3/30,99
2018/3/31,67
2018/4/1,41
2018/4/2,68
2018/4/3,87
2018/4/4,99
2018/4/5,76
2018/4/6,87
2018/4/7,71
2018/4/8,62
2018/4/9,79
2018/4/10,104
2018/4/11,95
2018/4/12,106
2018/4/13,109
2018/4/14,90
2018/4/15,68
2018/4/16,86
2018/4/17,94
2018/4/18,115
2018/4/19,115
2018/4/20,83
2018/4/21,99
2018/4/22,74
2018/4/23,76
2018/4/24,71
2018/4/25,98
2018/4/26,97
2018/4/27,107
2018/4/28,90
2018/4/29,57
2018/4/30,85
2018/5/1,90
2018/5/2,107
2018/5/3,101
2018/5/4,92
2018/5/5,88
2018/5/6,73
2018/5/7,86
2018/5/8,94
2018/5/9,96
2018/5/10,104
2018/5/11,119
2018/5/12,68
2018/5/13,57
2018/5/14,94
2018/5/15,112
2018/5/16,104
2018/5/17,109
2018/5/18,108
2018/5/19,97
2018/5/20,72
2018/5/21,74
2018/5/22,97
2018/5/23,73
2018/5/24,111
2018/5/25,118
2018/5/26,79
2018/5/27,54
2018/5/28,35
2018/5/29,113
2018/5/30,96
2018/5/31,99
2018/6/1,119
2018/6/2,91
2018/6/3,70
2018/6/4,81
2018/6/5,101
2018/6/6,103
2018/6/7,94
2018/6/8,96
2018/6/9,92
2018/6/10,75
2018/6/11,93
2018/6/12,99
2018/6/13,107
2018/6/14,124
2018/6/15,117
2018/6/16,76
2018/6/17,62
2018/6/18,110
2018/6/19,99
2018/6/20,102
2018/6/21,104
2018/6/22,113
2018/6/23,77
2018/6/24,72
2018/6/25,83
2018/6/26,121
2018/6/27,77
2018/6/28,101
2018/6/29,135
2018/6/30,80
2018/7/1,62
2018/7/2,100
2018/7/3,91
2018/7/4,43
2018/7/5,75
2018/7/6,81
2018/7/7,72
2018/7/8,70
2018/7/9,80
2018/7/10,88
2018/7/11,100
2018/7/12,83
2018/7/13,81
2018/7/14,71
2018/7/15,74
2018/7/16,88
2018/7/17,98
2018/7/18,93
2018/7/19,120
2018/7/20,113
2018/7/21,74
2018/7/22,65
2018/7/23,87
2018/7/24,82
2018/7/25,86
2018/7/26,97
2018/7/27,116
2018/7/28,77
2018/7/29,59
2018/7/30,74
2018/7/31,96
2018/8/1,84
2018/8/2,96
2018/8/3,110
2018/8/4,81
2018/8/5,53
2018/8/6,70
2018/8/7,79
2018/8/8,94
2018/8/9,108
2018/8/10,99
2018/8/11,76
2018/8/12,74
2018/8/13,82
2018/8/14,93
2018/8/15,72
2018/8/16,95
2018/8/17,101
2018/8/18,70
2018/8/19,43
2018/8/20,83
2018/8/21,75
2018/8/22,69
2018/8/23,80
2018/8/24,106
2018/8/25,60
2018/8/26,56
2018/8/27,88
2018/8/28,92
2018/8/29,84
2018/8/30,88
2018/8/31,82
2018/9/1,48
2018/9/2,43
2018/9/3,49
2018/9/4,87
2018/9/5,99
2018/9/6,109
2018/9/7,107
2018/9/8,94
2018/9/9,78
2018/9/10,93
2018/9/11,90
2018/9/12,107
2018/9/13,113
2018/9/14,96
2018/9/15,86
2018/9/16,84
2018/9/17,96
2018/9/18,104
2018/9/19,69
2018/9/20,101
2018/9/21,89
2018/9/22,88
2018/9/23,70
2018/9/24,93
2018/9/25,120
2018/9/26,114
2018/9/27,110
2018/9/28,102
2018/9/29,73
2018/9/30,64
2018/10/1,71
2018/10/2,109
2018/10/3,89
2018/10/4,104
2018/10/5,117
2018/10/6,84
2018/10/7,70
2018/10/8,64
2018/10/9,86
2018/10/10,108
2018/10/11,117
2018/10/12,98
2018/10/13,76
2018/10/14,66
2018/10/15,78
2018/10/16,102
2018/10/17,81
2018/10/18,106
2018/10/19,119
2018/10/20,100
2018/10/21,70
2018/10/22,93
2018/10/23,88
2018/10/24,109
2018/10/25,112
2018/10/26,78
2018/10/27,109
2018/10/28,85
2018/10/29,67
2018/10/30,79
2018/10/31,82
2018/11/1,104
2018/11/2,90
2018/11/3,94
2018/11/4,65
2018/11/5,84
2018/11/6,99
2018/11/7,76
2018/11/8,98
2018/11/9,120
2018/11/10,77
2018/11/11,85
2018/11/12,56
2018/11/13,111
2018/11/14,124
2018/11/15,128
2018/11/16,103
2018/11/17,76
2018/11/18,68
2018/11/19,82
2018/11/20,95
2018/11/21,99
2018/11/22,44
2018/11/23,59
2018/11/24,60
2018/11/25,60
2018/11/26,83
2018/11/27,88
2018/11/28,72
2018/11/29,103
2018/11/30,95
2018/12/1,88
2018/12/2,82
2018/12/3,106
2018/12/4,82
2018/12/5,82
2018/12/6,85
2018/12/7,99
2018/12/8,95
2018/12/9,58
2018/12/10,89
2018/12/11,82
2018/12/12,98
2018/12/13,101
2018/12/14,122
2018/12/15,98
2018/12/16,84
2018/12/17,90
2018/12/18,94
2018/12/19,99
2018/12/20,90
2018/12/21,103
2018/12/22,65
2018/12/23,52
2018/12/24,48
2018/12/25,28
2018/12/26,54
2018/12/27,67
2018/12/28,96
2018/12/29,64
2018/12/30,46
2018/12/31,78
2019/1/1,44
2019/1/2,56
2019/1/3,64
2019/1/4,62
2019/1/5,52
2019/1/6,44
2019/1/7,64
2019/1/8,70
2019/1/9,66
2019/1/10,71
2019/1/11,73
2019/1/12,72
2019/1/13,51
2019/1/14,78
2019/1/15,80
2019/1/16,75
2019/1/17,71
2019/1/18,71
2019/1/19,67
2019/1/20,45
2019/1/21,62
2019/1/22,70
2019/1/23,83
2019/1/24,94
2019/1/25,73
2019/1/26,77
2019/1/27,71
2019/1/28,53
2019/1/29,103
2019/1/30,85
2019/1/31,80
2019/2/1,74
2019/2/2,54
2019/2/3,52
2019/2/4,80
2019/2/5,81
2019/2/6,82
2019/2/7,77
2019/2/8,77
2019/2/9,72
2019/2/10,67
2019/2/11,65
2019/2/12,78
2019/2/13,72
2019/2/14,97
2019/2/15,79
2019/2/16,84
2019/2/17,60
2019/2/18,43
2019/2/19,79
2019/2/20,75
2019/2/21,90
2019/2/22,69
2019/2/23,57
2019/2/24,49
2019/2/25,84
2019/2/26,76
2019/2/27,60
2019/2/28,92
2019/2/29,92
2019/3/1,86
2019/3/2,58
2019/3/3,65
2019/3/4,49
2019/3/5,81
2019/3/6,66
2019/3/7,70
2019/3/8,85
2019/3/9,64
2019/3/10,63
2019/3/11,79
2019/3/12,85
2019/3/13,73
2019/3/14,100
2019/3/15,82
2019/3/16,75
2019/3/17,55
2019/3/18,67
2019/3/19,75
2019/3/20,74
2019/3/21,88
2019/3/22,93
2019/3/23,54
2019/3/24,53
2019/3/25,58
2019/3/26,80
2019/3/27,68
2019/3/28,68
2019/3/29,91
2019/3/30,58
2019/3/31,42
2019/4/1,54
2019/4/2,55
2019/4/3,74
2019/4/4,89
2019/4/5,103
2019/4/6,78
2019/4/7,55
2019/4/8,72
2019/4/9,65
2019/4/10,64
2019/4/11,70
2019/4/12,92
2019/4/13,91
2019/4/14,61
2019/4/15,74
2019/4/16,90
2019/4/17,81
2019/4/18,78
2019/4/19,61
2019/4/20,57
2019/4/21,54
2019/4/22,62
2019/4/23,71
2019/4/24,68
2019/4/25,100
2019/4/26,77
2019/4/27,75
2019/4/28,65
2019/4/29,63
2019/4/30,63
2019/5/1,103
2019/5/2,84
2019/5/3,87
2019/5/4,67
2019/5/5,66
2019/5/6,90
2019/5/7,86
2019/5/8,85
2019/5/9,75
2019/5/10,90
2019/5/11,75
2019/5/12,65
2019/5/13,81
2019/5/14,87
2019/5/15,86
2019/5/16,96
2019/5/17,88
2019/5/18,65
2019/5/19,64
2019/5/20,86
2019/5/21,107
2019/5/22,101
2019/5/23,85
2019/5/24,88
2019/5/25,64
2019/5/26,55
2019/5/27,40
2019/5/28,93
2019/5/29,78
2019/5/30,81
2019/5/31,107
2019/6/1,75
2019/6/2,44
2019/6/3,71
2019/6/4,76
2019/6/5,68
2019/6/6,93
2019/6/7,101
2019/6/8,68
2019/6/9,65
2019/6/10,73
2019/6/11,76
2019/6/12,88
2019/6/13,82
2019/6/14,107
2019/6/15,54
2019/6/16,60
2019/6/17,54
2019/6/18,92
2019/6/19,80
2019/6/20,99
2019/6/21,100
2019/6/22,73
2019/6/23,54
2019/6/24,75
2019/6/25,97
2019/6/26,104
2019/6/27,103
2019/6/28,103
2019/6/29,65
2019/6/30,76
2019/7/1,74
2019/7/2,65
2019/7/3,94
2019/7/4,31
2019/7/5,52
2019/7/6,46
2019/7/7,50
2019/7/8,72
2019/7/9,75
2019/7/10,78
2019/7/11,86
2019/7/12,108
2019/7/13,60
2019/7/14,43
2019/7/15,86
2019/7/16,100
2019/7/17,88
2019/7/18,99
2019/7/19,96
2019/7/20,70
2019/7/21,55
2019/7/22,87
2019/7/23,79
2019/7/24,81
2019/7/25,79
2019/7/26,93
2019/7/27,74
2019/7/28,57
2019/7/29,74
2019/7/30,79
2019/7/31,98
2019/8/1,78
2019/8/2,80
2019/8/3,70
2019/8/4,58
2019/8/5,77
2019/8/6,66
2019/8/7,61
2019/8/8,98
2019/8/9,70
2019/8/10,62
2019/8/11,62
2019/8/12,61
2019/8/13,69
2019/8/14,61
2019/8/15,85
2019/8/16,70
2019/8/17,82
2019/8/18,65
2019/8/19,75
2019/8/20,82
2019/8/21,78
2019/8/22,64
2019/8/23,69
2019/8/24,62
2019/8/25,58
2019/8/26,68
2019/8/27,66
2019/8/28,76
2019/8/29,71
2019/8/30,62
2019/8/31,53
2019/9/1,41
2019/9/2,43
2019/9/3,79
2019/9/4,57
2019/9/5,88
2019/9/6,90
2019/9/7,76
2019/9/8,56
2019/9/9,74
2019/9/10,88
2019/9/11,96
2019/9/12,106
2019/9/13,95
2019/9/14,75
2019/9/15,79
2019/9/16,81
2019/9/17,87
2019/9/18,92
2019/9/19,82
2019/9/20,104
2019/9/21,65
2019/9/22,66
2019/9/23,92
2019/9/24,82
2019/9/25,78
2019/9/26,76
2019/9/27,68
2019/9/28,71
2019/9/29,62
2019/9/30,66
2019/10/1,60
2019/10/2,93
2019/10/3,100
2019/10/4,91
2019/10/5,82
2019/10/6,71
2019/10/7,76
2019/10/8,62
2019/10/9,46
2019/10/10,68
2019/10/11,73
2019/10/12,59
2019/10/13,62
2019/10/14,58
2019/10/15,76
2019/10/16,91
2019/10/17,74
2019/10/18,65
2019/10/19,66
2019/10/20,65
2019/10/21,43
2019/10/22,68
2019/10/23,90
2019/10/24,71
2019/10/25,84
2019/10/26,71
2019/10/27,65
2019/10/28,72
2019/10/29,83
2019/10/30,80
2019/10/31,72
2019/11/1,100
2019/11/2,66
2019/11/3,59
2019/11/4,80
2019/11/5,48
2019/11/6,82
2019/11/7,88
2019/11/8,94
2019/11/9,80
2019/11/10,61
2019/11/11,63
2019/11/12,70
2019/11/13,73
2019/11/14,71
2019/11/15,81
2019/11/16,65
2019/11/17,59
2019/11/18,72
2019/11/19,79
2019/11/20,59
2019/11/21,90
2019/11/22,83
2019/11/23,62
2019/11/24,61
2019/11/25,68
2019/11/26,86
2019/11/27,64
2019/11/28,37
2019/11/29,44
2019/11/30,49
2019/12/1,56
2019/12/2,72
2019/12/3,74
2019/12/4,62
2019/12/5,75
2019/12/6,76
2019/12/7,79
2019/12/8,46
2019/12/9,95
2019/12/10,89
2019/12/11,79
2019/12/12,92
2019/12/13,107
2019/12/14,58
2019/12/15,77
2019/12/16,74
2019/12/17,99
2019/12/18,72
2019/12/19,72
2019/12/20,77
2019/12/21,53
2019/12/22,52
2019/12/23,65
2019/12/24,47
2019/12/25,19
2019/12/26,48
2019/12/27,56
2019/12/28,44
2019/12/29,43
2019/12/30,43
2019/12/31,38
2020/1/1,27
2020/1/2,41
2020/1/3,46
2020/1/4,36
2020/1/5,42
2020/1/6,36
2020/1/7,48
2020/1/8,35
2020/1/9,52
2020/1/10,50
2020/1/11,55
2020/1/12,28
2020/1/13,46
2020/1/14,48
2020/1/15,60
2020/1/16,58
2020/1/17,71
2020/1/18,58
2020/1/19,42
2020/1/20,44
2020/1/21,93
2020/1/22,61
2020/1/23,71
2020/1/24,53
2020/1/25,39
2020/1/26,43
2020/1/27,45
2020/1/28,50
2020/1/29,46
2020/1/30,71
2020/1/31,82
2020/2/1,54
2020/2/2,41
2020/2/3,70
2020/2/4,50
2020/2/5,57
2020/2/6,67
2020/2/7,72
2020/2/8,64
2020/2/9,37
2020/2/10,69
2020/2/11,53
2020/2/12,57
2020/2/13,50
2020/2/14,80
2020/2/15,53
2020/2/16,36
2020/2/17,28
2020/2/18,51
2020/2/19,62
2020/2/20,57
2020/2/21,74
2020/2/22,45
2020/2/23,50
2020/2/24,49
2020/2/25,55
2020/2/26,60
2020/2/27,78
2020/2/28,64
2020/2/29,43
2020/3/1,54
2020/3/2,68
2020/3/3,76
2020/3/4,68
2020/3/5,67
2020/3/6,97
2020/3/7,50
2020/3/8,48
2020/3/9,68
2020/3/10,65
2020/3/11,52
2020/3/12,51
2020/3/13,60
2020/3/14,35
2020/3/15,25
2020/3/16,40
2020/3/17,28
2020/3/18,25
2020/3/19,18
2020/3/20,29
2020/3/21,21
2020/3/22,13
2020/3/23,23
2020/3/24,21
2020/3/25,22
2020/3/26,12
2020/3/27,17
2020/3/28,12
2020/3/29,5
2020/3/30,7
2020/3/31,12
2020/4/1,14
2020/4/2,12
2020/4/3,12
2020/4/4,8
2020/4/5,3
2020/4/6,10
2020/4/7,8
2020/4/8,7
2020/4/9,9
2020/4/10,5
2020/4/11,7
2020/4/12,4
2020/4/13,5
2020/4/14,6
2020/4/15,8
2020/4/16,17
2020/4/17,12
2020/4/18,8
2020/4/19,6
2020/4/20,11
2020/4/21,7
2020/4/22,15
2020/4/23,5
2020/4/24,11
2020/4/25,4
2020/4/26,5
2020/4/27,13
2020/4/28,17
2020/4/29,9
2020/4/30,13
2020/5/1,13
2020/5/2,15
2020/5/3,10
2020/5/4,10
2020/5/5,14
2020/5/6,10
2020/5/7,10
2020/5/8,17
2020/5/9,11
2020/5/10,13
2020/5/11,16
2020/5/12,17
2020/5/13,21
2020/5/14,17
2020/5/15,18
2020/5/16,19
2020/5/17,12
2020/5/18,13
2020/5/19,22
2020/5/20,24
2020/5/21,16
2020/5/22,23
2020/5/23,10
2020/5/24,10
2020/5/25,14
2020/5/26,14
2020/5/27,12
2020/5/28,17
2020/5/29,28
2020/5/30,14
2020/5/31,17
2020/6/1,21
2020/6/2,13
2020/6/3,16
2020/6/4,16
2020/6/5,19
2020/6/6,21
2020/6/7,13
2020/6/8,24
2020/6/9,16
2020/6/10,19
2020/6/11,29
2020/6/12,30
2020/6/13,26
2020/6/14,24
2020/6/15,14
2020/6/16,29
2020/6/17,27
2020/6/18,18
2020/6/19,22
2020/6/20,23
2020/6/21,14
2020/6/22,25
2020/6/23,31
2020/6/24,28
2020/6/25,28
2020/6/26,30
2020/6/27,20
2020/6/28,21
2020/6/29,26
2020/6/30,29
2020/7/1,31
2020/7/2,43
2020/7/3,25
2020/7/4,17
2020/7/5,25
2020/7/6,28
2020/7/7,22
2020/7/8,24
2020/7/9,33
2020/7/10,19
2020/7/11,22
2020/7/12,11
2020/7/13,25
2020/7/14,35
2020/7/15,26
2020/7/16,29
2020/7/17,33
2020/7/18,28
2020/7/19,18
2020/7/20,21
2020/7/21,32
2020/7/22,21
2020/7/23,38
2020/7/24,25
2020/7/25,19
2020/7/26,23
2020/7/27,20
2020/7/28,26
2020/7/29,29
2020/7/30,30
2020/7/31,38
2020/8/1,21
2020/8/2,24
2020/8/3,27
2020/8/4,47
2020/8/5,33
2020/8/6,23
2020/8/7,30
2020/8/8,14
2020/8/9,21
2020/8/10,28
2020/8/11,32
2020/8/12,29
2020/8/13,31
2020/8/14,28
2020/8/15,21
2020/8/16,15
2020/8/17,32
2020/8/18,29
2020/8/19,31
2020/8/20,34
2020/8/21,42
2020/8/22,26
2020/8/23,21
2020/8/24,25
2020/8/25,23
2020/8/26,30
2020/8/27,40
2020/8/28,28
2020/8/29,26
2020/8/30,22
2020/8/31,27
2020/9/1,36
2020/9/2,24
2020/9/3,40
2020/9/4,38
2020/9/5,26
2020/9/6,25
2020/9/7,21
2020/9/8,27
2020/9/9,33
2020/9/10,40
2020/9/11,34
2020/9/12,26
2020/9/13,15
2020/9/14,33
2020/9/15,33
2020/9/16,24
2020/9/17,32
2020/9/18,38
2020/9/19,18
2020/9/20,21
2020/9/21,24
2020/9/22,25
2020/9/23,34
2020/9/24,35
2020/9/25,32
2020/9/26,25
2020/9/27,29
2020/9/28,31
2020/9/29,32
2020/9/30,32
2020/10/1,39
2020/10/2,48
2020/10/3,30
2020/10/4,18
2020/10/5,30
2020/10/6,34
2020/10/7,38
2020/10/8,26
2020/10/9,26
2020/10/10,34
2020/10/11,27
2020/10/12,25
2020/10/13,28
2020/10/14,34
2020/10/15,27
2020/10/16,28
2020/10/17,27
2020/10/18,20
2020/10/19,24
2020/10/20,35
2020/10/21,34
2020/10/22,25
2020/10/23,33
2020/10/24,29
2020/10/25,25
2020/10/26,24
2020/10/27,28
2020/10/28,29
2020/10/29,31
2020/10/30,48
2020/10/31,25
2020/11/1,33
2020/11/2,32
2020/11/3,30
2020/11/4,29
2020/11/5,42
2020/11/6,31
2020/11/7,24
2020/11/8,35
2020/11/9,27
2020/11/10,28
2020/11/11,28
2020/11/12,31
2020/11/13,37
2020/11/14,24
2020/11/15,29
2020/11/16,27
2020/11/17,17
2020/11/18,28
2020/11/19,23
2020/11/20,30
2020/11/21,33
2020/11/22,15
2020/11/23,29
2020/11/24,27
2020/11/25,37
2020/11/26,14
2020/11/27,26
2020/11/28,23
2020/11/29,22
2020/11/30,29
2020/12/1,29
2020/12/2,29
2020/12/3,16
2020/12/4,33
2020/12/5,13
2020/12/6,20
2020/12/7,35
2020/12/8,30
2020/12/9,30
2020/12/10,27
2020/12/11,29
2020/12/12,22
2020/12/13,30
2020/12/14,25
2020/12/15,26
2020/12/16,24
2020/12/17,21
2020/12/18,19
2020/12/19,22
2020/12/20,11
2020/12/21,22
2020/12/22,37
2020/12/23,36
2020/12/24,19
2020/12/25,12
2020/12/26,15
2020/12/27,9
